1576751882450,11,290
1576751882467,42,298
1576751882484,103,321
1576751882500,132,329
1576751882516,186,348
1576751882533,212,362
1576751882550,256,390
1576751882566,271,398
1576751882583,289,390
1576751882600,294,377
1576751882617,296,352
1576751882633,293,341
1576751882650,287,325
1576751882667,283,318
1576751882684,271,308
1576751882701,261,310
1576751882717,242,316
1576751882735,234,319
1576751882750,214,316
1576751882766,200,317
1576751882783,170,311
1576751882801,160,308
1576751882816,149,304
1576751882834,142,301
1576751882851,125,297
1576751882867,121,296
1576751882883,120,300
1576751882902,119,297
1576751882917,123,287
1576751882934,127,281
1576751882951,132,273
1576751882968,131,271
1576751882984,131,267
1576751883002,134,264
1576751883017,141,253
1576751883034,145,245
1576751883050,151,241
1576751883068,149,242
1576751883084,145,241
1576751883100,146,236
1576751883117,154,227
1576751883134,158,226
1576751883150,155,228
1576751883167,145,230
1576751883183,131,240
1576751883200,131,249
1576751883218,136,250
1576751883234,136,247
1576751883251,132,244
1576751883269,131,245
1576751883284,129,242
1576751883299,128,242
1576751883317,125,247
1576751883333,124,247
1576751883351,128,251
1576751883368,129,251
1576751883383,125,244
1576751883400,120,242
1576751883417,115,243
1576751883434,116,242
1576751883451,121,239
1576751883466,124,238
1576751883484,118,234
1576751883500,112,227
1576751883517,109,214
1576751883534,110,209
1576751883550,109,203
1576751883566,109,201
1576751883583,113,197
1576751883600,117,193
1576751883617,120,187
1576751883634,121,186
1576751883652,125,185
1576751883668,128,185
1576751883684,134,183
1576751883701,136,181
1576751883717,142,182
1576751883734,143,185
1576751883750,143,192
1576751883767,145,197
1576751883784,154,201
1576751883799,161,202
1576751883816,169,198
1576751883833,170,198
1576751883849,166,202
1576751883867,165,203
1576751883883,173,204
1576751883901,182,209
1576751883917,184,223
1576751883935,178,240
1576751883951,168,299
1576751883968,162,297
1576751883983,143,291
1576751884001,131,309
1576751884016,119,354
1576751884033,119,376
1576751884050,128,424
1576751884067,138,457
1576751884083,153,523
1576751884100,156,556
1576751884117,150,590
1576751884133,138,574
1576751884151,112,539
1576751884167,112,531
1576751884183,122,514
1576751884200,126,506
1576751884217,127,493
1576751884234,128,487
1576751884250,133,466
1576751884267,139,454
1576751884283,150,437
1576751884301,151,426
1576751884317,145,395
1576751884334,145,379
1576751884350,152,340
1576751884367,156,317
1576751884385,161,275
1576751884401,160,261
1576751884417,148,239
1576751884435,140,227
1576751884452,133,204
1576751884467,134,194
1576751884485,130,174
1576751884500,127,170
1576751884517,119,169
1576751884535,116,172
1576751884551,109,177
1576751884566,102,179
1576751884584,87,185
1576751884602,83,188
1576751884618,89,191
1576751884632,89,192
1576751884649,86,195
1576751884667,84,200
1576751884685,84,211
1576751884700,87,215
1576751884716,89,217
1576751884733,88,217
1576751884752,88,222
1576751884766,91,224
1576751884783,95,222
1576751884799,93,221
1576751884816,87,218
1576751884833,86,217
1576751884850,89,217
1576751884867,92,216
1576751884885,91,214
1576751884900,91,211
1576751884916,95,206
1576751884934,96,206
1576751884950,98,205
1576751884966,98,203
1576751884984,102,198
1576751884999,103,197
1576751885017,104,196
1576751885033,104,195
1576751885050,106,190
1576751885066,106,187
1576751885084,105,186
1576751885101,105,184
1576751885118,108,177
1576751885134,107,173
1576751885139,107,168
1576751885383,67,179
1576751885401,69,178
1576751885419,83,179
1576751885436,95,182
1576751885453,125,188
1576751885469,136,192
1576751885471,142,196
1576751885504,151,201
1576751885533,140,202
1576751885566,121,212
1576751885600,105,214
1576751885617,98,216
1576751885626,96,217
1576751885637,94,217
1576751885666,95,217
1576751885683,106,214
1576751885692,115,212
1576751885704,125,211
1576751885720,132,212
1576751885749,140,221
1576751885759,140,224
1576751885770,135,228
1576751885800,123,237
1576751885833,120,244
1576751885867,110,251
1576751885899,105,252
1576751885903,105,252
1576751885932,112,255
1576751885937,114,260
1576751885967,112,270
1576751885991,124,280
1576751886016,137,284
1576751886033,139,286
1576751886038,140,289
1576751886050,145,294
1576751886066,149,299
1576751886082,158,315
1576751886100,163,320
1576751886117,185,331
1576751886132,195,337
1576751886150,216,347
1576751886167,229,354
1576751886183,257,369
1576751886201,270,375
1576751886216,295,385
1576751886233,309,389
1576751886250,337,397
1576751886268,350,400
1576751886283,370,408
1576751886301,378,412
1576751886316,391,415
1576751886334,398,417
1576751886350,409,418
1576751886367,414,417
1576751886384,423,414
1576751886401,427,413
1576751886417,439,412
1576751886435,444,412
1576751886451,454,417
1576751886466,457,420
1576751886483,466,426
1576751886502,473,428
1576751886517,489,434
1576751886534,498,439
1576751886551,516,453
1576751886567,523,462
1576751886584,537,478
1576751886603,542,482
1576751886617,554,488
1576751886633,562,491
1576751886650,583,497
1576751886666,592,502
1576751886684,605,512
1576751886701,608,518
1576751886717,609,526
1576751886734,613,531
1576751886749,623,540
1576751886767,629,545
1576751886784,638,552
1576751886799,642,556
1576751886817,650,565
1576751886834,654,569
1576751886850,661,577
1576751886866,664,581
1576751886883,667,588
1576751886900,670,593
-1,-1,-1
1576751885140,107,168
1576751885383,67,179
1576751885401,69,178
1576751885419,83,179
1576751885436,95,182
1576751885453,125,188
1576751885469,136,192
1576751885471,142,196
1576751885504,151,201
1576751885533,140,202
1576751885566,121,212
1576751885600,105,214
1576751885617,98,216
1576751885626,96,217
1576751885637,94,217
1576751885666,95,217
1576751885683,106,214
1576751885692,115,212
1576751885704,125,211
1576751885720,132,212
1576751885749,140,221
1576751885759,140,224
1576751885770,135,228
1576751885800,123,237
1576751885833,120,244
1576751885867,110,251
1576751885899,105,252
1576751885903,105,252
1576751885932,112,255
1576751885937,114,260
1576751885967,112,270
1576751885991,124,280
-1,-1,-1
1576751885140,,
-1,-1,-1
1576751885993,,
