1592228003040,669,100
1592228003060,669,100
1592228003068,669,100
1592228003085,669,100
1592228003093,669,100
1592228003103,670,100
1592228003127,670,101
1592228003143,670,101
1592228003160,670,101
1592228003177,670,101
1592228003195,671,101
1592228003210,671,101
1592228003227,671,102
1592228003244,672,102
1592228003260,672,102
1592228003277,672,102
1592228003293,673,103
1592228003311,673,103
1592228003328,673,103
1592228003345,673,103
1592228003360,673,103
1592228003378,673,103
1592228003394,673,103
1592228003410,673,103
1592228003428,673,103
1592228003443,673,103
1592228003460,673,103
1592228003477,674,103
1592228003494,674,103
1592228003511,673,103
1592228003527,673,103
1592228003544,673,103
1592228003562,673,103
1592228003577,673,102
1592228003595,673,102
1592228003610,673,102
1592228003628,673,102
1592228003644,673,102
1592228003660,674,102
1592228003677,674,102
1592228003692,674,101
1592228003710,674,101
1592228003728,674,101
1592228003743,673,101
1592228003761,673,101
1592228003776,673,101
1592228003793,673,101
1592228003810,673,101
1592228003827,673,101
1592228003845,673,101
1592228003860,673,101
1592228003877,673,101
1592228003894,673,101
1592228003910,673,100
1592228003928,673,100
1592228003942,673,100
1592228003960,674,100
1592228003978,674,100
1592228003993,674,100
1592228004013,674,100
1592228004026,674,100
1592228004043,674,100
1592228004061,674,101
1592228004076,674,101
1592228004093,674,100
1592228004111,674,100
1592228004126,675,100
1592228004143,675,100
1592228004160,675,100
1592228004178,675,100
1592228004194,675,99
1592228004210,675,99
1592228004227,675,99
1592228004245,675,99
1592228004261,675,99
1592228004277,675,99
1592228004293,675,99
1592228004311,675,99
1592228004327,675,99
1592228004342,675,99
1592228004360,675,99
1592228004376,675,98
1592228004393,675,97
1592228004411,675,97
1592228004426,676,96
1592228004443,676,96
1592228004460,676,95
1592228004476,676,95
1592228004493,677,94
1592228004511,677,94
1592228004526,678,94
1592228004543,678,94
1592228004560,679,94
1592228004578,679,94
1592228004594,679,94
1592228004609,680,95
1592228004627,680,95
1592228004644,680,95
1592228004659,680,95
1592228004676,680,95
1592228004693,679,94
1592228004710,680,94
1592228004727,680,94
1592228004744,680,94
1592228004761,681,95
1592228004777,681,95
1592228004794,682,96
1592228004811,682,96
1592228004826,681,95
1592228004845,681,95
1592228004861,680,95
1592228004876,680,95
1592228004893,681,95
1592228004910,681,95
1592228004928,683,96
1592228004944,684,95
1592228004962,690,88
1592228004978,696,78
1592228004993,727,49
1592228005009,750,28
1592228007394,22,368
1592228007410,51,435
1592228007427,84,552
1592228007442,96,577
1592228007460,112,533
1592228007477,121,515
1592228007492,139,521
1592228007510,147,534
1592228007527,154,548
1592228007544,145,545
1592228007560,108,533
1592228007576,96,522
1592228007594,86,453
1592228007610,83,402
1592228007627,64,306
1592228007644,49,262
1592228007661,20,185
1592228007677,6,157
1592228007860,9,150
1592228007876,22,176
1592228007892,55,219
1592228007910,68,235
1592228007927,85,258
1592228007942,94,266
1592228007959,108,284
1592228007976,114,291
1592228007993,125,297
1592228008010,133,296
1592228008027,152,293
1592228008043,160,292
1592228008061,172,288
1592228008076,176,287
1592228008094,178,278
1592228008109,178,271
1592228008127,178,253
1592228008143,177,244
1592228008160,173,232
1592228008176,171,226
1592228008193,167,213
1592228008210,165,203
1592228008227,161,179
1592228008242,158,167
1592228008259,150,147
1592228008276,146,141
1592228008294,140,130
1592228008310,138,126
1592228008326,134,121
1592228008343,131,121
1592228008360,123,123
1592228008377,120,125
1592228008394,119,133
1592228008410,117,139
1592228008428,117,153
1592228008443,118,162
1592228008461,121,174
1592228008477,123,181
1592228008494,127,193
1592228008510,129,200
1592228008527,136,210
1592228008542,140,214
1592228008559,146,224
1592228008577,149,232
1592228008593,152,247
1592228008610,153,252
1592228008628,147,257
1592228008642,140,259
1592228008660,128,268
1592228008677,123,272
1592228008692,120,275
1592228008709,122,273
1592228008726,126,268
1592228008744,127,266
1592228008759,126,264
1592228008776,126,264
1592228008793,123,265
1592228008810,122,267
1592228008827,120,271
1592228008843,119,271
1592228008860,116,271
1592228008876,114,271
1592228008893,112,269
1592228008909,111,267
1592228008927,108,256
1592228008943,107,248
1592228008960,102,226
1592228008977,99,216
1592228008993,92,202
1592228009010,89,196
1592228009027,86,181
1592228009042,83,172
1592228009059,88,165
1592228009076,92,164
1592228009092,95,161
1592228009110,100,158
1592228009128,102,158
1592228009144,106,161
1592228009159,110,169
1592228009177,112,173
1592228009194,116,175
1592228009210,117,175
1592228009227,115,175
1592228009243,115,176
1592228009260,115,179
1592228009276,115,183
1592228009294,117,202
1592228009309,118,213
1592228009327,122,242
1592228009343,123,259
1592228009360,122,294
1592228009377,121,310
1592228009392,119,313
1592228009410,115,309
1592228009427,113,297
1592228009442,110,291
1592228009459,105,287
1592228009476,102,287
1592228009494,98,287
1592228009510,96,287
1592228009527,93,284
1592228009544,92,281
1592228009559,91,280
1592228009577,90,279
1592228009593,88,278
1592228009609,87,277
1592228009626,86,275
1592228009643,85,273
